type_id
200026
200760
201126
200004
200942
200057
200233
201827
200028
201115
200597
201093
202185
200784
200592
202186
200027
200313
202035
201113
200469
202031
202041
201877
202049
200746
201878
201110
200384
200740
201833
200776
200143
200619
200819
201819
200739
200742
200813
202046
200812
200710
200921
200567
200585
201386
200203
202042
200741
200078
200205
200778
200109
200166
200769
202146
200472
201826
200317
200167
201136
200811
200772
200155
201521
201091
200564
200594
200589
202078
200201
200763
201127
200464
201116
200031
200131
200805
202165
200747
202038
202158
200202
201979
200081
200635
200620
201815
202022
202205
200006
200751
200584
200782
201983
200116
200765
200187
200743
200285
200839
201101
200061
202052
202131
201387
200156
200774
200752
200938
200775
201470
202020
201971
201436
200613
200332
201859
200146
200308
202145
200779
202138
201637
202134
200757
202224
201757
200351
200565
200766
202153
200356
200559
201407
200569
200247
200668
200077
200021
201525
200125
201893
202170
200122
201105
201894
200770
200286
202034
200762
202114
201830
201137
200468
201949
200362
200376
200816
202048
200572
202127
201854
200633
202103
200761
202211
201440
201543
200577
202206
200019
202117
200946
202104
200693
200817
201945
201955
201795
200013
200454
200128
200786
201885
200636
200372
201134
202124
200566
202039
200346
200687
200235
200414
200373
202044
202229
201638
200139
200423
200467
200161
200749
200671
202208
201840
202083
202133
201449
202150
200431
201981
200350
200319
200121
201654
201738
200923
200476
201649
201135
201879
200815
201959
200135
201850
200664
201968
200374
202040
202006
200234
200576
200748
200818
201434
200297
200345
202207
201435
200836
201095
202142
202043
200318
202178
200474
202099
200593
200353
200840
200785
200611
201820
201762
200560
200395
200632
200300
200570
200390
201952
200834
201740
200759
202061
200956
201443
200575
200827
200630
202087
201980
201868
200441
202116
200246
201786
202181
200925
200582
200612
200830
202106
200701
200407
201448
200397
200628
202115
202075
200440
201085
201843
202110
201718
201104
200806
200361
202053
202077
201953
201946
201090
200236
200433
202047
200958
200405
200400
202148
200944
200426
201530
201965
200245
200129
200927
200296
200293
201114
201107
200764
202154
200581
200396
201709
201554
200833
201124
201858
202168
202086
201744
201429
201120
200684
202213
201956
202209
201534
200600
200274
200298
201084
201814
201639
202097
202026
200213
201666
202212
202108
200583
200258
200777
200280
201743
201691
200416
202155
200605
202147
200650
202225
202029
200571
201123
200821
200561
202005
200580
200679
200419
201710
201416
200381
201680
201842
201847
201547
201973
200267
201397
200270
202027
200602
200178
202141
201619
201846
201549
201861
201976
201957
201087
200945
202226
201532
201406
201117
202197
201486
200767
201121
201964
201451
201790
202090
200338
201103
200210
201739
200682
201699
200754
200843
201447
201425
201778
201408
201587
200961
201102
202025
201414
201403
202163
201997
200781
201663
201446
201109
201431
200459
200206
202100
200251
201476
201682
201410
200948
200358
201459
201719
202171
201785
201389
201576
200943
200278
200242
200609
200436
200388
202235
200439
201647
201688
200252
200348
201427
201617
201558
201961
201875
201977
200360
200711
201960
202174
200631
202172
201096
201111
201657
201876
201412
202173
202232
200648
201108
201746
201580
200719
202057
202200
202201
201481
200273
200670
201402
201465
201962
200558
201418
201514
201656
201442
201692
201128
202219
201424
201693
201420
201122
201439
201466
202064
201982
201716
202218
200432
202063
201390
201493
201653
200409
201690
200835
200461
200829
201586
201490
202210
200837
201569
202166
201685
202125
201125
200303
201553
202195
201751
201419
201774
200437
201092
200316
200262
200275
201391
201816
201399
201972
200185
200649
202159
201733
201829
200421
201736
201735
202136
202065
200299
201650
201461
201504
201541
201450
201112
201845
201405
200380
200272
201724
201413
200681
201948
200676
201575
